Model,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,DeathCount
G0_W3_1766903678.pt,0.06488683648538322,0.1400357411272137,0.5030450499830159,0.10851893257964218,0.34406036895098335,2.0779981831460763e-125,0.1992599369114457,0.8354729951083701,0.5523452043202965,0.4949708166109209,0.2499263413968739,0.4505629171226053,0.9900151215187304,7.198148016416635e-31,0.08479341943023078,6
G0_W3_1766902910.pt,0.7061348843408443,0.0371635742507686,0.7460738521103374,0.30979384851086345,0.45742891044075495,4.5735531245389045e-99,0.7274436247062399,0.27160312377706947,0.38057902633933893,0.4258216289207545,0.9844379140503072,0.9581751468797192,0.577013315720978,6.141133741250658e-19,0.18493755227879338,6
G0_W2_919.pt,0.32306441419089815,0.039812434935271146,0.09401707191652856,0.49960909215137217,0.34695093235773944,4.855796374386367e-268,0.2363013017476344,0.662793438800755,0.30210176368207575,0.011392107804948268,0.20302154721768087,0.21918664522298087,0.8602227872901307,3.637162430822643e-77,0.12373025897321877,6
G0_W2_1766903499.pt,0.27319756420993213,0.047135695497200696,0.34807527534310834,0.009983183664060086,0.8943634369649895,4.499339607415559e-198,0.9999269831874364,0.24244969952187997,0.9443486342242717,0.7481013941262319,0.8462396760518042,0.8806288290111597,0.9334013074230482,1.0,1.0,6
G0_W0_643.pt,0.17138632513613083,0.007745546442600934,0.8099548480289105,0.6230229791062598,0.6258569988131304,2.8697517144479113e-140,0.3832155464540249,0.9552516068757619,0.9738681295537502,0.44062109732390187,0.16250312746094275,0.46518470141463675,0.9401981394587255,1.0,1.0,5
G0_W2_1766903480.pt,0.10290295090594005,0.43120877356002746,0.9603109989649112,0.40650928310904555,0.6610633736139808,0.0,0.22157920635111694,0.9782610645054716,0.8749193097595286,0.4226698841582391,0.17432862752372857,0.019606479047007457,0.9750809383466921,3.322429995064421e-21,0.4280633876005898,6
G1_W0_274.pt,0.41011324441826347,0.1319522600407922,0.7304069396933843,0.6083829120869781,0.40627168848657813,0.0,0.6395050131767077,0.8304368426769789,0.06553450528153155,0.719965870508468,0.21900327706431205,0.3929912103546234,0.5227566463819315,1.2470495186535485e-56,0.02642566022886883,6
G1_W1_1766892763.pt,0.00963239616567423,0.15982227338027055,0.5670849121566681,0.29549946327965587,0.04538837735518939,0.0,0.17106579985895867,0.4071479214729385,0.6283739236623791,0.4413083245997447,0.4533714488917712,0.7050072938553977,0.9995165893278206,1.0,1.0,6
G1_W3_151.pt,0.2423574717420428,0.04358664153034893,0.6964584322844761,0.004305949254743643,0.06700712809221882,4.924900590982259e-165,0.37003292994143133,0.4050836276179264,0.5023899306225403,0.4789398229516538,0.8018719545923556,0.9886621268550612,0.9061762993409411,5.7893366023115e-19,0.26831194357915356,7
G1_W4_1766908238.pt,0.193360056139252,0.7834261249441836,0.3662063261042655,0.9977283158216014,0.19777544265782565,0.0,0.31560082880763707,0.846347252371616,0.8149756016689821,0.33518120272654756,0.8523860177266632,0.4544628990350286,0.9199133762841215,1.0,1.0,5
G1_W3_1766904882.pt,0.9727476184382237,0.045602155605022864,0.4849065551684578,0.07070191350973178,0.7366577987035376,0.0,0.3121824125074876,0.7257330115200475,0.8985313498240449,0.8630016151801584,0.9203520822510203,0.9420787086669644,0.07982846933224119,3.9867009149829684e-73,0.04446592543978619,6
G2_W2_1766892162.pt,0.0042597470818793995,0.005863594832483684,0.7876240036539593,0.11506922258636164,0.823180586910443,0.0,0.7650325605978877,0.9313956159927855,0.879473807018287,0.07578614195396899,0.5733322814639654,0.2587127919189372,0.9999488109993067,8.680803708798248e-37,0.09705823169435791,8
G2_W2_1766903227.pt,0.7613822692186365,0.000506361724116196,0.2206775672755773,0.06589624690028144,0.40675634009167083,3.740878466407871e-214,0.3104287776467728,0.6264820969442393,0.18982191917903968,0.953427327700957,0.1648988414472531,0.1002000674376973,0.5360391010202779,1.6423219416831843e-15,0.04392067990604418,6
G2_W3_1766891684.pt,0.24542930636164206,0.7926414038002592,0.985186224293981,0.016960692407644907,0.22080097345515204,3.648055458466707e-233,0.5949841040064043,0.6333207782580137,0.2349924917753764,0.8730252911806808,0.5140572553545101,0.41468186950203856,0.889147669216109,4.6320202890729426e-12,0.0638962287295531,6
G2_W3_191.pt,0.1205442924719503,0.24909587329115568,0.8671528405345457,0.2339644741404713,0.46085129217683496,1.142586433025953e-113,0.5993476288433783,0.5245266073300644,0.2291690531643431,0.60560284372029,0.3911061489229938,0.340764224453719,0.9493896934775771,1.0,1.0,4
